Q7TQD2;O94811
P22091;P17542
Q9D8Y1;Q9H061
Q9R1A3;O00634
Q9WUF2;Q05215
Q9EPR4;Q9UGH3
Q91VB4;Q969F9
Q64285;P19835
Q9QXD1;Q99424
Q8BJ05;Q6PJT7
Q4V9Z5;Q6UXD5
O08530;P21453
P26048;P47869
P98200;Q9NTI2
Q3TCX3;Q7Z7F0
Q3UPI1;Q6UWH4
Q8R3C6;Q9Y4C8
Q99M74;Q9NSB4
Q6PB66;P42704
P59672;Q92625
Q9CX11;Q9BRU9
Q8R000;Q86UW1
Q66JX5;O95684
Q9DAG4;Q96LM6
Q80SX8;Q9H611
Q91WM3;O43818
Q80W37;O95149
Q9DBS9;Q9H4L5
Q8VDY9;Q9H8G2
Q9DBT3;Q96F63
Q3U9N9;Q8TF71
O08858;P35346
Q8BG58;Q9NXG6
Q8VCD7;Q9H3R0
Q7TQ33;Q6NW40
Q4KWH5;Q4KWH8
Q8CGN5;O60240
Q6NS69;Q8N944
Q9CZ92;Q6IPU0
Q64449;Q9UBG0
Q62276;Q15528
P63085;P28482
Q9CWH1;Q96BR9
Q9JIQ8;O15393
P25801;P25791
Q9DA11;O75951
Q9D995;Q8N815
Q9CZW4;O95573
Q9D4B1;Q8NHU3
A2A884;Q5T1R4
Q9DBZ5;Q9UBQ5
P56528;P28907
Q8BHE8;Q8WWC4
P51655;O75487
Q3THJ3;Q8N9N8
Q8BXG3;Q9NWB7
Q99J31;O60890
Q8BZB2;Q96CD2
Q3UIW5;Q8N5U6
Q9JMI0;O95672
P61327;P61326
Q9CQJ4;Q99496
Q80ZM3;Q8IXQ9
P35374;P50052
Q14CH1;Q96EN8
Q9D9I4;Q96BZ9
P15037;P15036
Q9JKP8;Q9NRG0
Q3UY90;Q9UFP1
O08648;Q9Y6R4
P56386;P60022
O70283;Q93097
Q6QI06;Q6R327
P11157;P31350
Q9D312;P35900
P97367;O14770
Q6ZPR6;Q9P2D0
Q64096;O15068
Q3UND0;O75563
P16563;P16562
Q80VP5;Q9H3J6
Q8BG84;Q6GTX8
Q8BGY6;Q9BYG0
Q80XI1;Q9NWN3
Q8BYI8;A2RU67
P97328;P50053
Q80TA1;Q9C0D9
P70324;O15119
Q9JKN6;P51513
Q8BPZ8;Q6UWZ7
Q9ESP5;Q8TBJ5
Q9D3D0;Q9BTX7
Q61009;Q8WTV0
Q5EBJ4;Q8TAM6
O09111;Q9NX14
Q6PGC7;Q7Z769
Q6WQJ1;Q9Y4D2
Q8CI70;Q8TCA0
Q9CPR8;Q96MG7
Q99JT2;Q9P289
Q9Z205;O14593
Q9EP89;P83111
Q61387;O14548
Q3USS3;Q96MC2
O70423;Q16853
Q62176;Q9H0Z9
Q8CDG3;Q96JH7
Q9ER72;P49589
Q8BJ64;Q8NE62
Q02111;Q04759
Q3UDP0;Q9HAD4
Q8BR90;A6NDU8
Q6PDI6;Q8NBR6
Q9EP82;P57081
Q80TL7;Q7Z3U7
O88623;O75604
Q99PG4;Q9NS28
Q9CYR0;Q04837
P97812;Q14623
Q8K2D6;P32321
Q9D032;Q9BWW4
O09165;P31415
P70166;Q9BZB8
Q60636;O75626
Q80SY5;Q5VTL8
Q9CZD0;Q9Y4U1
Q6P1G2;Q8NHM5
Q61026;Q15596
P41136;Q02363
Q6ZWU9;P42677
Q8VBT9;Q9BZE9
O08918;Q16589
Q8BH58;O75663
Q60611;Q01826
Q9DBB4;Q6N069
Q8BJZ4;P82673
Q6RHW0;P35527
Q7TQ95;Q9C0E8
Q8BH34;O95025
Q8R2K4;Q9Y6J9
P62876;P62875
Q3TLR7;Q9NZJ0
Q8CII9;Q9HC73
Q9CZU4;O75616
Q9D342;Q8WVE7
Q3UUQ7;Q75T13
Q5U465;Q86Z20
Q99KH8;Q9Y6E0
Q9CPZ3;Q5T7R7
Q8BND5;O00391
Q5BL07;O43933
Q99NH0;O75179
P27808;P26572
Q3T9M1;A6NFX1
Q7TS63;Q9P243
Q3TYL0;A8MXQ7
Q9QXS6;Q16643
Q9WUK7;Q9H1Y3
A2A699;A8MVW0
Q9DBE9;Q8IY81
Q8C9E8;Q5R3K3
Q3UZD5;Q9NQX0
Q8VHL0;Q13336
Q6VMN6;P49683
Q9EST5;Q92688
Q921I1;P02787
Q8K2C6;Q9NXA8
Q7TPB0;Q6T4P5
Q9ESX2;Q3SY56
Q9QWH1;Q8IXK0
Q9D9B4;Q9H2I8
Q9WTW5;O75751
Q9WUZ7;P55822
Q0VBK2;Q6KB66
Q8CH36;Q6YBV0
Q402B2;Q6P2C0
P22723;P18507
P80318;P49368
Q60967;O43252
Q9D773;Q5T653
Q8BHK3;Q495M3
Q8CE23;P83859
Q9CQ35;Q4G1C9
Q99J56;Q9BUN8
P13609;P10124
Q8BRB7;Q8WYB5
Q921K9;Q9BQE9
Q14B02;Q8WVZ7
P97737;P55107
Q80UC8;Q6DWJ6
Q9D5I4;Q8N7M0
Q78PG9;Q86WR0
Q3TTL0;Q5JPI3
P49282;P49281
P39428;Q13077
Q9ERK4;P55060
Q6PHZ2;Q13557
O54928;O75159
Q9Z2U4;Q99607
Q99NH7;P58743
A2AKX3;Q7Z333
Q922G7;Q9UIF3
Q91V79;A5D6W6
Q62100;Q9NNZ6
Q9JM05;Q8N2W9
Q8K4R9;Q15398
Q8K2V1;Q8TF05
O54992;Q8IW41
P19324;P50454
P06467;P02008
Q9DBX2;Q13371
Q9R0A0;O75381
Q8BMC1;Q96LB4
Q3TDN2;Q96CS3
Q5IR70;Q8TC20
P00158;P00156
Q8BPP5;Q86Y78
Q9D4C5;Q96JC9
Q6P9P8;Q68D51
Q80UK7;Q6UVJ0
P56479;P47211
Q3V0M2;Q1X8D7
P80560;Q92932
Q9JMC2;Q96T92
Q8C569;Q9BPY3
O55203;O43679
Q9D071;Q96T76
O54803;O15547
Q0GGX2;Q9H0D2
P63321;P11233
P09470;P12821
Q9CQZ5;P56556
Q6NZA9;Q9HBM6
Q148R9;Q6ZS82
P97819;O60733
Q3TZA2;Q5MAI5
Q8BW96;Q8IU85
P70124;P36952
Q3UH53;Q7Z5N4
Q9QYJ0;O60884
Q8K4X7;Q9NRZ5
O55189;Q9NP70
Q9QZD9;Q13347
Q8K3E5;Q8N157
Q8BX79;Q99679
P0C1Q2;Q9HCR9
Q8BG95;O60237
Q60932;P21796
Q8CFI5;Q7L3T8
Q8BZI0;Q8TED9
Q9R0I7;P49750
Q80TJ7;Q9UPP1
P20334;Q07011
P58801;O43353
Q8K2H3;Q9NYF5
Q3U3F9;Q9UJ42
Q9Z0L4;O95972
P48030;P01135
Q8BTI9;P42338
Q61321;Q9UIU6
P59048;Q9NUG6
O35205;P49863
Q9D023;O95563
Q8K1M4;Q8NBF1
Q4G0F8;Q9NPG3
Q99ML4;Q5VUD6
Q922G0;Q96CQ1
Q02614;Q9UHR5
Q07475;Q16612
Q9CQD8;O15342
Q6YND2;Q96CK0
Q9DCB1;Q15651
P62774;P58546
A2ABU4;Q5VTT5
Q9CXF4;Q8TC07
Q8VE19;Q9NXC5
Q9CQ13;Q9NQ92
Q8K396;Q9BWT6
Q91X56;Q9H228
P51881;P05141
A9Q751;Q4G0U5
O88888;O96018
Q8CFK6;Q8IV53
Q9JJU9;P26998
O35228;Q14213
Q8K2P2;Q86UY5
O09051;Q16661
Q924T3;Q13426
Q9Z1T1;O00203
B7ZMP1;Q9NQH7
Q8CGC7;P07814
Q9QZQ3;O95399
Q9DCK3;O14817
P20826;P21583
Q8BG26;Q9BVN2
Q9DBA6;Q2T9J0
Q6Y685;O75410
Q9D7R7;P20142
P48755;P15407
O88286;O95785
O88816;Q16613
Q80YR5;Q14151
P16332;P22033
Q497L8;Q86VW1
Q9D6W8;Q96GS4
A2BH40;O14497
Q9JKK1;O43752
Q8BMA6;Q9UHB9
Q11127;P22083
Q9WVA2;O60220
Q9R0M8;P78381
Q01320;P11388
Q8BSD4;Q96KN9
Q9CWG8;Q7L592
O88430;O00626
O89023;O14773
P60003;P60002
Q8BGB5;Q9BT23
Q8C5Q4;Q12849
Q811S7;Q9NZI7
Q8JZW4;Q9HCH3
A2AS89;Q9BSE5
P61620;P61619
Q8BSN3;A5D8V7
Q8BVM4;Q96A70
Q60819;Q13261
Q9CQ75;O43678
P97868;Q7Z6E9
Q8BI71;Q86VI1
Q9EPL8;O95373
P62482;Q13303
Q8CES0;Q147X3
P30678;P30679
Q3U3N0;Q8N344
P10284;P17483
Q3V038;Q92623
Q9CWV7;Q9BR11
Q8VDG3;O95453
Q5SW28;Q8WYR1
Q7TQK1;Q9NVH2
Q9Z0V1;Q9UK17
Q9CR14;Q9NW38
P32240;P35408
Q8QZT4;Q9BUF7
P43687;A2RU54
Q9D304;Q8TEB7
Q8R0S1;P17544
P11672;P80188
Q9Z129;P46063
A2AJK6;Q9P2D1
Q9CQ28;Q7L8W6
Q9DB85;O43159
Q91V87;Q8N441
Q8BV57;A1L4H1
Q8VHQ2;O14512
P35295;Q9NX57
P61215;Q9NS85
Q9Z0F3;Q9HD36
Q3UHK3;Q4ZG55
P98199;P98198
Q9JLN9;P42345
Q80UP5;Q8IZ07
P27546;P27816
Q9EPC1;Q9NVD7
Q91V45;Q969F8
Q80ZQ0;Q8TDM5
Q5ND04;Q4G112
P60154;P60153
Q6NT99;Q9BVJ7
Q9JIA7;Q9NRA0
Q8BJ66;Q96I82
P28352;P27695
P52503;O75380
Q9D565;B1ANS9
Q8CBH5;Q6ZSS7
Q9Z2A5;O95260
Q9JM63;P78508
Q8C5W0;Q96JQ2
Q80UW2;Q9UK22
Q8K0E3;Q8WWX8
Q3UYC0;Q9ULR3
O08641;Q96HL8
Q5PRF0;Q86XA9
Q05117;P13686
Q8R035;Q14197
Q5SPL2;Q96QT6
Q9DBL2;Q9NXN4
Q3V1D5;Q8N8W4
Q8BZ34;Q96N77
Q8C196;P31327
Q61313;Q92481
P60853;Q9Y250
Q3U1G5;Q9H9L3
P97494;P48506
P55258;P61006
Q80YU0;Q9H3Z7
O09106;Q13547
Q9QYN3;Q9UBX7
Q8VFM9;Q8NGA1
Q8BH43;Q9Y6W5
Q80V62;Q9BXW9
Q9ES17;Q9HBE4
Q8C0T7;Q8NBP5
Q8CGW4;O94993
Q8VHS5;Q96NS5
Q91YN1;Q9NWS6
Q14C59;Q86T26
A2AV25;Q8N539
Q8K1J6;Q96Q11
O08983;Q92902
Q8VDB9;Q9NP91
Q8BK75;Q0PNE2
Q8K0B3;Q68CR7
P28658;Q9UBB4
Q8BKT3;P16383
Q9D6I9;Q96LR2
Q80VN0;Q494V2
Q9CPW4;O15511
P13562;P01148
Q8BGX1;Q96HM7
P09920;P09919
Q91W10;Q9C0K1
Q8BJW7;Q96AY2
Q9D9H2;Q8NHS1
Q8CG19;Q14766
P97469;O43623
Q8BU00;Q9H5V7
Q8K4M5;Q8N668
Q14DK4;Q6NUI2
Q68FD9;Q9HCM3
Q6DID7;Q5T9L3
Q9EQF6;Q9BPU6
P52825;P23786
Q9R1S8;Q9Y6W3
A2BFL2;Q6WRX3
A2AFS3;Q6UXG2
Q99LC8;Q14232
Q3UMY5;Q9HC35
Q3URY2;A6NCL1
Q61576;Q96AY3
Q149F3;Q8IYD1
Q91XC9;Q9Y5Y5
Q9CR76;Q96B77
Q9CQH7;Q96K17
O88705;Q9P1Z3
Q9Z1P4;O75473
P46660;Q16352
Q8CFV4;Q9NPD7
Q8K450;Q8N0X2
Q9D3R3;Q9P209
P63072;O15205
Q91Y86;P45983
Q99JY8;O14495
Q5D525;A8MT33
Q6IMP4;Q96RD6
P99024;P07437
Q8VCH7;Q8IZV5
Q80YS9;Q8NE28
O09012;P50542
Q8BFZ2;Q8TBJ4
Q6P3A8;P21953
O35173;Q96KK3
O70624;Q99972
O54788;O76075
Q9DCX1;Q15013
O35188;P78423
Q9EQW6;Q13516
P51791;P51790
Q64702;O00444
Q8BR21;Q6UWF9
Q8R4N0;Q8N0X4
O08792;Q9HAK2
Q9JJX7;O95551
Q91VT1;Q96MF7
Q8C729;Q8IXS8
Q61068;Q6QN14
Q9JHH2;Q96QS1
Q80Y73;Q6PI97
Q8BFQ6;Q96SL1
A2AJA7;Q6UXC1
Q8K304;A0AVI4
Q9D0D5;P29083
Q8VI75;Q8TEX9
Q9Z0G2;Q9UPE1
Q8BP31;Q9H9V4
Q569L8;Q9HC77
P17183;P09104
Q6P2L7;Q6P4E1
Q8R0J8;Q5T6J7
Q91YL7;Q9H720
O09130;Q8NCF5
P12787;P20674
Q9CQE7;Q9Y282
O88803;O14960
P14873;P46821
Q9QYH9;O43557
Q6BCL1;Q96QH2
Q3UEZ8;Q96EP9
P49070;P49069
Q924N4;Q9UHW9
Q9D958;Q9Y6A9
Q9ERH4;Q9BXS6
Q9QX66;Q92782
Q02357;P16157
Q80ZM8;Q9UJA2
P34968;P28335
Q8BTZ7;Q9Y5P6
O35682;Q96S97
Q8CBY1;Q9UPU9
Q9D4H2;Q96CN9
Q99MZ6;Q6PIF6
P47212;P22466
Q7TT16;Q8NFU5
Q99MD9;P49321
P97300;Q9Y639
Q7TN73;Q96PB1
Q6PDE8;Q14CX5
Q6PD05;O75541
Q5U458;Q9NVH1
Q9WVG5;Q9Y5X9
Q9D1D4;P49755
Q61087;Q13751
Q9DCU0;Q9NXK6
Q6GQX2;Q9HCH0
Q8VHP8;Q12829
Q62318;Q13263
Q3US41;Q6NXG1
Q8K1I3;Q13103
Q9JIG4;Q6ZSY5
A2A5N8;Q9Y468
Q99JB7;Q9BXJ7
Q811L6;O15021
Q6P8Y7;Q8N9S9
Q9ESM3;Q9GZV7
Q8C4P0;Q8N8K9
Q8K341;Q5SQI0
Q8R1Q3;O43827
Q5ND56;Q8TBR7
Q8BQT2;Q0P6D2
Q91XS1;Q9NYA4
Q8CIG3;Q8NB78
A3KFX0;Q9BXI3
Q9D618;Q3ZCT8
Q03719;Q9NSA2
Q3UKY7;A1L453
Q7TQC5;Q7Z2E3
Q9Z0L1;O95977
Q9Z2U2;O60281
Q8BP07;Q6QAJ8
Q9ERR1;Q9GZM8
Q9CQS9;Q9NVX0
P54754;P54753
Q924H0;Q9Y5X5
Q80UG1;Q8N9I5
Q9CZ28;Q96H20
Q9CR00;O00233
Q02248;P35222
Q61470;P11049
Q0KK59;Q9P2D8
O35111;O14649
Q9JM55;Q14106
O88909;Q8TCC7
Q8K298;Q9NQW6
Q61878;P13727
Q8VI40;Q495X7
Q8BYZ7;Q96BJ8
Q9QZK2;O75815
Q9JJR5;Q9NQ31
Q63961;P17813
Q8C754;Q8N1B4
Q6P9J9;Q4KMQ2
Q6NXI8;Q9H2H0
Q9D9D9;Q5VU69
Q8BH01;Q6UWJ1
Q6ZPZ3;Q9UPT8
Q8BFY9;Q92973
Q8BG34;Q96LJ8
Q9D0P5;Q9Y3Y4
Q9ERD7;Q13509
Q8BUN5;P84022
Q9D306;Q9UBM8
Q61909;Q06455
P59764;Q8N1I0
Q641K1;Q9UPW5
Q922R5;Q5MIZ7
Q8C0M0;Q6PJI9
Q80XK6;Q96BY7
Q8CFC2;Q01538
O88441;O75431
Q810U3;O94856
Q8C3R1;Q6PJG6
P42567;P42566
P97314;Q16527
O08762;P56730
O54828;O75916
Q3V3A1;Q96Q40
Q9D702;Q8NDY8
Q9D5Y0;Q8N865
Q8CG47;Q9NTJ3
P20293;O15178
Q8BW49;Q9H892
Q8BUL6;Q9HB21
Q9Z2X8;Q14145
Q9Z2C6;O75841
Q6P4U0;Q9C0I4
Q61467;Q8N9L1
Q925D8;Q7RTX0
Q8BXB6;O94956
Q9CWV0;Q96EH3
Q80VG1;Q8N228
P10077;Q6P3V2
Q9D1L0;Q9Y6H1
Q91XB7;O95070
Q9JIH2;Q9UKX7
Q05186;Q15293
Q8BGI7;Q96DD0
Q8VHF2;Q9HBB8
Q8VIM9;Q8WZA9
Q6Q6R3;Q6Q6R5
O88307;Q92673
Q920P3;O60477
Q9CZJ9;Q9H819
Q9CPW7;Q96NC0
Q9CQD1;P20339
Q8CE08;P15309
Q8BMZ5;Q9BSV6
Q8VCB1;Q9BTX1
P20352;P13726
Q80TL0;Q8WY54
Q9D832;Q9UDY4
P28649;P11511
Q78YZ6;Q9UIL1
P26339;P10645
O70228;O75110
Q9DCJ9;Q9BXD5
Q9CZB3;Q9BTF0
Q9D0K0;Q9P0N9
P62069;P62068
Q60945;P56278
Q3U5C7;Q96MT3
Q9D733;P55259
P62342;P62341
Q3V0K9;Q14651
Q9D4J1;Q9BUP0
Q80XS7;Q2M2I3
P26516;P51665
O70370;P25774
Q9QZB0;Q9UGC6
P33174;O95239
Q80Y17;Q15334
Q3URR7;Q96SZ4
P59016;Q9H267
Q5SPX3;Q9Y6U7
Q9CPY3;Q96FF9
P14231;P14415
P28357;P28356
Q8BH04;Q16822
Q9JKX4;Q9NY61
Q9Z0H3;Q12824
Q64435;P19224
Q9EQF2;P23276
P70218;Q92918
Q2MV57;Q96GX1
Q91YI1;O75143
Q9R1I1;Q8NCG5
Q9EQ06;Q8NBQ5
Q924Z5;Q15035
Q80ZD3;Q86WA9
Q05144;P15153
Q9WTV7;Q9NVW2
Q61735;Q08722
Q91VX5;O95157
Q4QQM5;Q8NAN2
P97785;P56159
Q9DB72;A6NE02
Q63955;Q15319
O89017;Q99538
Q504M8;Q9ULW5
P41105;P46779
Q8BJF9;Q9UQN3
Q8CJ27;Q8IZT6
Q8VC26;A6NGC4
O88634;Q96RI0
Q8C0F9;Q8N3Z0
O35459;Q13011
Q3UWQ3;Q969M7
Q8R071;P23677
Q8K194;Q8WVK2
Q8CEF8;A6NCQ9
O35841;Q9BZZ5
Q91ZX7;Q07954
Q9DCT2;O75489
O35488;O14975
Q80W14;Q6NWY9
Q9D1X9;P56557
Q3TIT8;Q8NCC5
P97321;Q12884
Q5HZK1;Q9C0F1
Q8CIN4;Q13177
Q9D0P0;Q9BY08
Q8C3X8;Q9BU23
Q9CZB0;Q99643
P33896;P17181
Q6PHN7;Q5U3C3
Q5SXA9;Q8IX03
Q810P3;Q16667
Q9D7Y9;Q5VYV7
P01587;P04141
Q8CFA2;P48728
Q9JLR1;Q9H9S3
Q9QXC1;Q9UGM5
Q7TMA2;Q96F45
Q8BNJ2;O75173
Q8BWJ4;O15165
P63001;P63000
Q61768;P33176
Q3V079;Q8ND07
Q5DTX6;Q9P266
Q9D132;O00322
O54798;P32247
P20722;P22004
Q9JMG2;Q96EU7
Q8R059;Q14376
Q9QUT0;Q02094
Q9DCD2;Q9HCS7
A3KGF9;Q6ZUT6
P16388;Q09470
Q64310;O15260
Q8BMJ8;Q8IXZ3
Q6P8X6;Q70EL3
O88856;O60704
O08601;P55157
Q9WTX7;Q5TD97
Q66PY1;Q8IX30
Q9JJG6;Q9BQJ4
Q99LH9;Q7L8J4
O88842;Q5JSP0
Q61751;O60765
Q8BT88;A8MZG2
Q9Z2Q2;Q1ED39
Q9Z0X0;Q6NZY7
Q61140;P56945
Q9CQW1;O15498
Q8R4G6;Q09328
Q9CY45;Q8WVE0
Q8R2N0;Q9P031
Q8BGD6;Q8NBW4
A6H639;Q5JU00
Q8BVN4;Q7Z6M4
Q80VM3;Q8NA56
Q8CJG0;Q9UKV8
Q8VBY2;Q8N5S9
Q9Z1M0;Q99572
Q69ZU8;Q9Y2G4
Q61762;P22460
Q8CCE9;Q66K89
Q99MB3;Q9BX74
P70408;Q9Y6N8
Q09LZ8;Q5VU57
Q9QXD8;Q9UGP4
P23249;Q9HCE1
Q9D6F9;P04350
Q8K2M3;Q9UH36
Q8JZR4;O00341
P31245;O43364
Q3TEA8;Q5SSJ5
Q9D1H0;Q96K30
Q8R207;Q969W0
Q60823;P31751
Q80U87;P40818
Q6P1Y8;O15327
Q9CRA4;Q15800
P52592;O95136
P97306;Q99469
Q3UIR3;Q8TDB6
Q9CW79;Q92805
Q8C3F2;Q9NX05
Q09XV5;Q9HCK8
P52787;P27352
Q8K382;Q8TEH3
Q91VM4;Q8IVW8
Q8VCQ6;Q86VZ5
Q07279;Q16621
Q8BGH7;Q9NRR3
Q9WV27;Q13733
P50431;P34896
Q8BWF0;P51649
Q3V3A7;Q6ZRF8
P11881;Q14643
Q62392;Q8WV24
P34928;P02654
P56379;P56378
Q61456;P78396
P70351;Q92800
Q62005;P60852
Q9JJE4;Q8N4S7
O35646;Q9Y6Q1
B2RRE4;Q9C0D4
Q9D8C3;Q9NP73
Q9JHT5;Q9Y4X0
Q91VY5;O94953
Q9DBD2;Q5T0T0
Q8BVG8;Q8WUY8
Q8BGQ1;Q9H9C1
Q8HW98;A6NGN9
P70255;P08651
Q8R235;Q969S6
P08680;P22557
P59053;Q8TAE7
Q7TPG5;Q96LR4
P82343;P51606
Q62383;Q7KZ85
Q9D738;Q8WXK4
Q9D808;Q9Y6J6
Q99MN1;Q15046
Q9JLT4;Q9NNW7
Q9CU62;Q14683
Q3TMH2;Q0VDG4
Q80Z24;Q7Z3B1
P59326;Q9BYJ9
Q99JP0;Q8IVH8
Q80VM9;Q7RTM1
Q8VDH1;O94952
Q9JHJ3;Q8WWB7
O08785;O15516
Q6PZD9;Q15744
Q9QW08;P20941
Q9D113;Q5SXM8
A2A6M5;Q13137
Q9D6N5;Q14919
Q6VVW5;P20594
P63239;P29120
Q9JJD0;Q96EK4
P63046;Q9BR01
Q9QYB5;Q9UEY8
Q3U0B3;Q6UWP2
Q69ZF7;Q6P4Q7
Q8BS90;Q6PGQ7
Q812G0;Q9UM21
Q9CXJ4;Q9NUT2
Q6GQT5;Q8N4L1
Q3U7U4;Q8NEQ5
P33680;Q02747
Q4VC33;Q7L5Y9
Q8VCF0;Q7Z434
Q8CFA1;O43187
Q8VC16;Q15048
Q3URQ7;Q2M296
Q9ET43;P56749
Q8C8N3;Q2TAL6
Q91YE2;Q96KS0
O08677;P01042
Q9CQU5;O95229
Q61419;Q9Y471
O88708;O43929
Q3UQN2;Q0JRZ9
Q99P91;Q14956
Q9D780;Q96A28
Q8R007;Q96NY8
Q9D2D9;Q8IXV7
Q64124;Q7RTU7
P58466;Q9GZU7
Q3URQ0;Q9NXF1
P04235;P04234
O70172;P48426
Q8CH77;Q8NEY1
Q91Y63;Q8WWT9
Q9DAA7;Q5SVJ3
Q9D2X0;Q53RE8
Q91Z67;O75044
Q8BZ25;Q8NFD2
Q9D3X5;Q8N7B6
Q9EQJ0;Q9ULQ1
P62962;P07737
Q8BXK8;Q9UPQ3
Q6NZF1;O75152
Q9DBG1;Q02318
Q9D600;Q9Y248
P41274;P41273
Q80TR4;O75093
P59648;P58549
Q9CR47;O95478
O09126;Q92854
Q9CR60;Q9Y3E0
P97450;P18859
Q9D8N1;Q96F05
Q3MI99;Q6UXH8
Q78Y63;Q8N4E4
Q9JIM1;Q99808
Q8R081;P14866
Q8BX35;Q9HAV5
Q8K2F0;Q15059
Q5SPV6;Q8N5S3
Q9DBH0;O00308
Q3UQV5;Q8NFY9
Q8CGA3;Q8N370
Q8C0L9;Q9NPB8
Q80TC6;Q9P217
Q80Y83;Q155Q3
P00184;P04798
Q8R1Q0;Q8N4C7
Q3UHD2;Q9NXC2
P60843;P60842
Q61532;Q16659
P59281;Q9C0H5
Q80UP3;Q13574
Q91VA0;Q08AH1
Q9D7M8;O15514
P70389;P35858
Q9EQ14;Q9NPF7
Q9WTP9;Q9UIW0
Q62170;Q14242
Q3U186;Q5T160
P97477;O14965
Q8BVL3;Q15036
Q6PHU5;Q99523
O35465;Q14318
Q99MI1;Q8IUD2
Q3UK37;Q86SX3
Q8BHZ0;Q9H0Q0
Q99LJ7;O95199
Q9JHB4;Q8NA23
Q8N7N5;Q5TAQ9
Q8VE22;Q9Y3D9
Q99JX1;Q15544
Q91WD7;Q8NI77
P16301;P04180
Q8BR93;Q96MB7
Q8K1C7;Q7RTX9
Q9CPQ8;O75964
Q04447;P12277
P56213;P55789
Q60662;Q5JQC9
Q8R242;Q01459
Q6DIA7;Q0VDD7
P35123;Q13107
Q7TNL3;Q8N2I9
Q569Z6;Q9Y2W1
Q8BKH7;Q9BPZ7
O88676;O75900
D3YZF7;Q86VR7
Q0VEE6;Q2TB10
Q9ERB5;Q9NYB5
Q9EQF4;A6ND01
Q5U4E0;Q7Z7J7
Q62463;P37288
Q9CZ05;Q9ULK2
Q5RKR3;Q6UXK2
Q9D061;Q9BR61
Q9WUT7;P51686
Q91VY9;Q969S3
Q9CYT6;P40123
A6H5Y3;Q99707
Q6PGF2;Q8NDC4
P41251;P49279
Q60604;Q9Y6U3
Q9EP52;Q9GZX9
Q9Z1D9;Q53GI3
Q9DBG6;P04844
Q9CWN7;Q9UKZ1
Q9DD18;Q8TEA8
Q3U2S8;Q96D96
P53395;P11182
Q7TML3;Q8IXU6
Q64133;P21397
Q8C0P0;Q96GX5
P63147;P63146
Q9JKJ9;Q9NYL5
Q8BJS4;Q9UH99
Q8CHQ0;Q9UKT5
Q6P5D4;Q66GS9
O35551;Q15276
P70434;Q92985
P07742;P23921
Q9Z1N5;Q13838
Q8CA03;Q9BY10
Q9D7M1;Q9NWU2
Q61292;P55268
Q60879;Q8NGS3
Q9JK88;O75830
P97440;Q14493
Q8R218;A6NC51
Q8BGY9;Q9GZV3
Q9CQ85;Q9Y584
Q9EQG7;Q9UJA9
Q8CEE0;Q86XR8
Q6NZP1;Q5FWF4
P70371;P54274
Q8VHL1;Q8WTS6
P03953;P00746
Q60677;P38570
Q8BVR6;Q96DX4
Q99K24;Q9BRY0
Q6P1E1;Q9ULJ6
Q64522;Q8IUE6
O35608;O15123
Q5DU02;Q9UPT9
Q8C0I1;O00116
Q9WV72;Q9Y575
Q62035;P25105
P25118;P19438
Q6PFX7;Q6ZVC0
O35298;P28039
Q9R013;Q9UBX1
Q8C050;O75582
Q61420;P78382
Q9D0D3;Q9NVV4
Q9CYC3;Q9NV64
P16254;P37108
Q3UZ09;Q9NZP8
Q8R5A0;Q9NRG4
Q3UNA4;Q9NPJ8
Q6JVL5;Q6JVE5
Q3U285;Q8N3X6
Q61224;P28221
Q6NS46;Q14690
Q9WU39;P51170
Q8BST6;Q9HAT8
Q76JU9;O14842
Q06186;Q99075
P81066;Q9BZI1
P11344;P14679
Q8BQN5;Q5VT40
Q64104;Q9Y466
Q6A026;Q29RF7
A2RSJ4;A0JNW5
Q923K4;Q969Y2
Q8CD26;Q96K37
O35857;O43615
Q8C0E2;Q4G0F5
Q5DTT2;A5PKW4
A2ALI5;Q9UKB5
Q9QYK5;O60243
Q6U7R4;Q96H15
Q9Z2F6;P20749
Q8K025;O75474
Q07235;P07093
Q8VCB3;P54840
Q33DR2;Q5T2R2
P49117;P49116
Q8CIE6;P53621
Q9QUG9;Q7LDG7
Q3UJZ3;Q9H6L4
Q8C2P3;Q6P1R4
Q9JLA2;Q9UHA7
Q9ESU6;O60885
Q9WTM3;Q9H3T2
P30276;O95067
Q8CD91;Q9H3U7
P24526;P02689
Q91Y47;P03951
Q8BYR1;O60294
Q80XQ8;A1KXE4
Q8BX46;P84550
P70195;Q99436
Q07079;P24593
Q91YU3;Q8NCY6
Q99PV5;Q9C0J9
Q505F5;Q8N1G4
Q811D0;Q12959
Q9D8I1;Q8WU39
Q8CEE7;Q8NBN7
Q80WC7;O95081
Q8C7M3;Q9C026
Q8QZR0;Q8N609
Q5SWZ9;Q8N2A8
A2AC93;Q9GZS0
Q8C110;Q9H5Y7
Q9Z2Y2;O60909
Q9CZ57;Q96CB9
Q9CQC2;P04118
Q672J9;Q9HBY0
Q9JJ93;Q9NWQ9
Q8R3S2;Q86UF1
A2ANU3;Q9H7V2
Q8R1K1;Q8NBM4
P54227;P16949
P56391;P14854
Q5U5M8;Q6QNY0
Q8BW56;Q4AE62
Q9Z2E9;Q96G97
Q99KI0;Q99798
P70172;Q12908
Q9Z273;O00294
